full_name,url,cyclist_id,team_pcs_id
PLANCKAERT Baptiste,https://www.strava.com/athletes/1644494,692,"1490,1233,1482,1255,1346"
PLANCKAERT Edward,https://www.strava.com/pros/31541211,693,"1100,1453"
PLANET Charles,,694,"2417,1430"
POELS Wout,https://www.strava.com/athletes/37745230,695,"1328,1185,1423,3814"
POGACAR Tadej,,696,"1253,1333"
POLANC Jan,https://www.strava.com/athletes/10166206,697,"1253,1333"
POLI Umberto,,698,1430
POLITT Nils,https://www.strava.com/pros/2592883,699,"2738,1233,1445,1411"
PORTE Richie,https://www.strava.com/pros/6072239,700,"1423,1197,2884,1258,1103"
PÖSTLBERGER Lukas,https://www.strava.com/pros/16697560,701,"1461,1411,1337"
POWER Robert,,702,"1293,1360,1207"
POWLESS Neilson,https://www.strava.com/pros/1557033,703,"4000,1458,1330"
POZZOVIVO Domenico,https://www.strava.com/athletes/6800300,704,"3345,1293,1060,3814"
PRADES Eduard,https://www.strava.com/pros/9389733,705,"1111,4014,1072,2040,1273,1800,2736"
PRICE-PEJTERSEN Johan,,706,"1420,1383"
PRODHOMME Nicolas,https://www.strava.com/pros/5201565,707,1060
PRONSKIY Vadim,,708,"1375,1515,2422"
PUCCIO Salvatore,https://www.strava.com/pros/3068615,709,1423
QUARTERMAN Charlie,https://www.strava.com/pros/1616670,710,"1258,1513"
QUINTANA Dayer,,711,"1181,2040,1107"
QUINTANA Nairo,https://www.strava.com/athletes/16921436,712,"1105,1141,2040,1107"
RAJOVIC Dušan,,713,"1058,4014"
RAVANELLI Simone,,714,"2925,2355,6362"
RAVASI Edward,,715,"1253,4723"
REICHENBACH Sébastien,https://www.strava.com/pros/850495,716,"1187,1078,1570"
REIJNEN Kiel,https://www.strava.com/pros/283433,717,"1211,1258,1430,1227"
RENARD Alexis,https://www.strava.com/pros/5915515,718,2738
REPA Vojtech,,719,"6458,7807"
RESELL Erik Nordsaeter,https://www.strava.com/athletes/972735,720,1420
RESTREPO Jhonatan,https://www.strava.com/athletes/3433850,721,"1233,2925,2998"
REX Laurenz,https://www.strava.com/athletes/77293819,722,"1533,1482"
REYNDERS Jens,https://metro.strava.com/pros/2490121,723,"1513,1453,1533,1458"
REZA Kévin,https://www.strava.com/pros/3989143,724,"4627,1175,1187"
RIABUSHENKO Alexandr,https://www.strava.com/athletes/15178847,725,1253
RICCITELLO Matthew,,726,
RICHARDSON Alexander,https://www.strava.com/pros/7033791,727,"1100,3894,2744"
RICHEZE Maximiliano,,728,"1253,1122,1328,3345"
RICKAERT Jonas,https://www.strava.com/pros/2738100,729,"1100,1453"
RIES Michel,https://www.strava.com/athletes/2676267,730,"1258,4723"
RIESEBEEK Oscar,https://www.strava.com/pros/1126609,731,"1331,1268,1100,2690"
RIKUNOV Petr,https://www.strava.com/athletes/36639209,732,1508
RIOU Alan,https://www.strava.com/athletes/4548902,733,1107
RIVERA Brandon Smith,https://www.strava.com/athletes/1769294,734,"6363,1423"
RIVERA Kevin,https://www.strava.com/athletes/19317173,735,"3345,2925"
RIVI Samuele,,736,"1461,4723"
ROBEET Ludovic,https://www.strava.com/athletes/3564229,737,"1533,1482"
ROBERGE Adam,,738,
ROCHAS Rémy,https://www.strava.com/athletes/3286366,739,"4014,1136"
ROCHE Nicolas,https://www.strava.com/athletes/29960839,740,"1136,6578,1423,1360,1103,1060,2884"
RODENBERG Frederik,,741,"1383,3007,1420"
RODRIGUEZ Carlos,,742,1423
RODRÍGUEZ Cristián,https://www.strava.com/athletes/9796680,743,"1111,1181,1175"
RODRÍGUEZ Óscar,https://www.strava.com/pros/4776556,744,"2736,1375"
ROGLIC Primož,,745,"1058,1330"
ROJAS José Joaquín,https://www.strava.com/athletes/5180371,746,"1375,2040"
ROLLAND Pierre,https://www.strava.com/pros/3586046,747,"6578,4000,4627,1175"
ROMO Javier,,748,1375
ROOSEN Timo,https://www.strava.com/pros/1515613,749,"1330,1331"
ROPERO Alejandro,,750,4723
ROSA Diego,https://www.strava.com/pros/25190926,751,"1375,1107,2925,1423"
ROSSKOPF Joey,https://www.strava.com/pros/285611,752,"1235,1409,1103,1516,1430"
ROTA Lorenzo,https://www.strava.com/pros/5387245,753,"1490,3345,1181,2355"
ROUX Anthony,https://www.strava.com/athletes/23265407,754,1187
ROVNY Ivan,https://www.strava.com/athletes/13065971,755,"1335,2884,1777,1508,1233"
ROWE Luke,https://www.strava.com/pros/785450,756,1423
RUBIO Diego,https://www.strava.com/pros/2255099,757,"1111,1089,1109"
RUBIO Einer Augusto,https://www.strava.com/athletes/13090041,758,2040
RUIZ Ibon,,759,7807
RUMAC Josip,https://www.strava.com/athletes/7309300,760,"1277,1905,1805,1058,2925"
RUSSO Clément,https://www.strava.com/athletes/2905866,761,1107
RUTSCH Jonas,,762,"4000,2663"
SABATINI Fabio,https://www.strava.com/athletes/35731524,763,"1136,1328,1283,2325"
SÁEZ Héctor,https://www.strava.com/pros/7990731,764,"2736,1111"
SAGAN Juraj,,765,"2325,2884,1411,1165"
SAGAN Peter,,766,"1411,1165,2325,2884"
SAGIV Guy,,767,2738
SAIDOV Ulugbek,,768,"1430,2417"
SAJNOK Szymon,https://www.strava.com/athletes/39834967,769,"2442,1103,1120,1136"
SALMON Martin,https://www.strava.com/athletes/13232489,770,"3831,1360"
SAMITIER Sergio,https://www.strava.com/pros/3804129,771,"2736,2040"
SÁNCHEZ Luis León,,772,"1375,1261,1330,2040,1111"
SANCHEZ Pelayo,,773,1109
SANCHEZ Sofia,,774,6092
SANZ Enrique,,775,"1181,2040,2736,1419,7807"
SARREAU Marc,https://www.strava.com/pros/4259094,776,"1060,1187"
SAUGSTAD Lars,https://www.strava.com/athletes/4449223,777,1420
SAVINI Daniel,https://m.strava.com/athletes/4529953,778,3345
SBARAGLI Kristian,https://www.strava.com/athletes/2006007,779,"1100,2738,1293"
SCARONI Cristian,https://www.strava.com/athletes/18777210,780,"5638,1508"
SCHACHMANN Maximilian,,781,"1449,1805,1411,2367,1328"
SCHÄR Michael,https://www.strava.com/pros/296808,782,"1314,1375,1060,1103"
SCHELLING Ide,,783,"1411,2702"
SCHELLING Patrick,https://www.strava.com/pros/1059089,784,"2738,1436,1078,1570,1322"
SCHILLINGER Andreas,https://www.strava.com/pros/14588610,785,"1411,1424,1284"
SCHMID Mauro,https://www.strava.com/pros/16876637,786,"5649,1293,1513"
SCHNEITER Joab,https://www.strava.com/pros/4402594,787,"1181,5649,4961"
SCHÖNBERGER Sebastian,https://www.strava.com/athletes/10045754,788,"1337,2745,1461,1181,4627"
SCHULTZ Nick,https://www.strava.com/pros/358580,789,"1207,2702,1111"
SCHWARZMANN Michael,,790,1411
SCOTSON Callum,,791,"3927,1207,2407"
SCOTSON Miles,https://www.strava.com/pros/37431444,792,"1187,2407,1103"
SCULLY Tom,,793,"4000,1164,1419,1737,1554"
SEIGLE Romain,,794,1187
SELIG Rüdiger,https://www.strava.com/athletes/26565115,795,"1411,1233"
SÉNÉCHAL Florian,https://strava.com/athletes/32860766,796,"1805,1136,1328"
SEPÚLVEDA Eduardo,https://www.strava.com/pros/13194699,797,"2925,1107,2040"
SERRANO Gonzalo,https://www.strava.com/pros/3948047,798,"1111,2040"
SERRY Pieter,https://www.strava.com/pros/1832492,799,"1453,1228,1328"
SEVILLA Diego Pablo,,800,4723
SHALUNOV Evgeny,https://www.strava.com/athletes/36558465,801,"1508,1512"
SHEFFIELD Magnus,https://www.strava.com/athletes/12291626,802,1235
SICARD Romain,,803,"1175,4044,1176"
SIEBERG Marcel,https://www.strava.com/pros/2398500,804,"1373,1216,1437,1283,3814,2088"
SIMEONI Elis,,805,1921
SIMMONS Quinn,https://www.strava.com/athletes/4375151,806,1258
SIMON Julien,https://www.strava.com/pros/2237545,807,"6578,1351,1175,1136"
SINKELDAM Ramon,https://www.strava.com/pros/17916554,808,"1187,1331,1360"
ŠIŠKEVICIUS Evaldas,,809,"1351,4014"
SIVAKOV Pavel,https://www.strava.com/pros/1808024,810,1423
SKAARSETH Anders,https://www.strava.com/athletes/994688,811,"1420,1398"
SKAARSETH Iver,https://www.strava.com/athletes/5946819,812,1420
SKJELMOSE JENSEN Mattias,,813,"1513,1258"
SKUJINŠ Toms,,814,"4014,3960,1258,4000,1516"
SLEEN Torjus,https://www.strava.com/athletes/18760483,815,1420
SMIT Willie,https://www.strava.com/pros/1706312,816,"1233,1122,1109"
SMITH Dion,https://www.strava.com/pros/1323252,817,"1490,2744,1207,1516"
SOBRERO Matteo,https://www.strava.com/athletes/7181420,818,"3105,1293,1375"
SOLER Marc,https://www.strava.com/pros/1996868,819,2040
SOSA Iván Ramiro,https://www.strava.com/athletes/13590474,820,"2925,1423"
SOTO Antonio Jesus,,821,4831
SOUPE Geoffrey,https://www.strava.com/pros/2159156,822,"1175,1187,1136"
SPRENGERS Thomas,https://www.strava.com/pros/1408559,823,1453
STACCHIOTTI Riccardo,https://www.strava.com/athletes/9003530,824,"1181,1122,4912"
STALNOV Nikita,https://www.strava.com/athletes/8901896,825,"1515,1375,2918"
STANNARD Robert,https://www.strava.com/athletes/6394625,826,"3927,1207"
STEELS Stijn,https://www.strava.com/pros/1325926,827,"1255,1902,2690,1453,1328,1228,1326"
STEIMLE Jannik,,828,"1328,1337,1436"
STEWART Jake,https://www.strava.com/pros/17096447,829,"5638,1187"
STOJNIC Veljko,,830,"4997,1181"
STOKBRO Andreas,https://www.strava.com/pros/4107267,831,"1293,1382"
STORER Michael,https://www.strava.com/pros/17191487,832,"3927,1360"
STORK Florian,https://www.strava.com/athletes/33232423,833,"1360,3032,3831"
STRAKHOV Dmitry,https://www.strava.com/athletes/24843600,834,"1233,1508,1512"
STUYVEN Jasper,https://www.strava.com/pros/288335,835,"1458,1258"
ŠTYBAR Zdenek,,836,"1328,1440"
SUNDERLAND Dylan,https://www.strava.com/pros/1660424,837,"1293,2733,3907,1197,4890"
SUREDA Jaume,https://www.strava.com/athletes/2067908,838,1109
SUTER Joel,,839,"1482,2264"
SUTHERLAND Rory,,840,"1331,1211,2738,2884,2040,1253,1330"
SÜTTERLIN Jasha,https://www.strava.com/pros/2582117,841,"2040,1449,1360"
SWEECK Diether,https://www.strava.com/athletes/722257,842,"2378,2394,1366,1100"
SWEENY Harry,https://www.strava.com/athletes/743112,843,"1944,5643,2088,3927"
SWIFT Ben,https://www.strava.com/pros/1476851,844,"1253,1233,1423"
SWIFT Connor,https://www.strava.com/pros/863203,845,"1737,1107"
SWIRBUL Keegan,,846,"1458,1235,1333,1227,5648"
TAARAMÄE Rein,https://www.strava.com/athletes/13248583,847,"1136,1233,1175,1375,1490"
TAGLIANI Filippo,https://www.strava.com/athletes/3542239,848,"2925,6251"
TAMINIAUX Lionel,https://www.strava.com/athletes/12478124,849,"1482,1100,1533"
TANFIELD Harry,https://www.strava.com/pros/1138679,850,"3029,3894,1060,1336,1293,1233"
TEJADA Harold,https://www.strava.com/athletes/11225647,851,"1463,3925,1375"
TERPSTRA Niki,http://www.strava.com/pros/340874,852,"1328,1283,1175,1081,1153,1462"
TESFATSION Natnael,,853,"3105,2925"
TEUNISSEN Mike,https://www.strava.com/pros/1419979,854,"1360,1331,1330"
TEUNS Dylan,,855,"1103,3814,1228"
THEUNS Edward,https://www.strava.com/pros/1668485,856,"1453,1360,1258"
THIJSSEN Gerben,https://www.strava.com/pros/3417988,857,2088
THOMAS Benjamin,https://www.strava.com/athletes/1700745,858,"1187,1969"
THOMAS Geraint,,859,"1423,1090"
THWAITES Scott,https://www.strava.com/pros/269031,860,"1100,1293,4922,1170,1411"
TIBERI Antonio,https://www.strava.com/athletes/13764349,861,"2214,1258"
TILLER Rasmus,https://www.strava.com/athletes/3905720,862,"1420,1398,1293"
TOLHOEK Antwan,,863,"1330,1331,2690"
TONELLI Alessandro,https://www.strava.com/athletes/3194779,864,3345
TORRES Albert,https://www.strava.com/athletes/584854,865,"1198,2040,1419,2728,7174"
TORTOMASI Leonardo,,866,1181
TOUMIRE Hugo,,867,1136
TOUZÉ Damien,https://www.strava.com/athletes/2926114,868,"1136,1096,1060"
TRÆEN Torstein,,869,1420
TRAININI Tomas,https://www.strava.com/athletes/23829738,870,3345
TRARIEUX Julien,https://www.strava.com/athletes/1729691,871,4014
TRATNIK Jan,,872,"1461,3814,1333,1328,2230,1120"
TRENTIN Matteo,,873,"1253,1328,1103,1207"
TROIA Oliviero,https://www.strava.com/athletes/1311227,874,1253
TULETT Ben,https://www.strava.com/athletes/8358827,875,1100
TUREK Daniel,https://www.strava.com/pros/2716222,876,"1337,2738,6694"
TURGIS Anthony,https://www.strava.com/athletes/5123163,877,"1175,1136"
TUSVELD Martijn,http://www.strava.com/pros/648928,878,"1331,1360,2690"
UIJTDEBROEKS Cian,,879,1411
ULISSI Diego,,880,1253
UMBA Santiago,,881,2925
URÁN Rigoberto,https://www.strava.com/pros/1514397,882,"2040,1328,3355,1423,1464,4000"
URBANO Carmelo,https://www.strava.com/pros/3776960,883,1111
URIANSTAD Martin,https://www.strava.com/athletes/13682757,884,1420
VACEK Karel,https://www.strava.com/athletes/26479654,885,"1458,2214,1293"
VACEK Mathias,,886,1508
VAHTRA Norman,https://www.strava.com/athletes/28007299,887,2738
VAKOC Petr,https://www.strava.com/pros/327434,888,"1100,1805,1328,1076"
VALGREN Michael,https://www.strava.com/pros/2109462,889,"4009,2884,1293,1375,4000"
VALLÉE Boris,https://www.strava.com/pros/5968580,890,"1490,2088,1533,1107,1482"
VALLS Rafael,,891,"3814,1198,1109,2088,1253,2040,1185"
VALTER Attila,https://www.strava.com/athletes/3046537,892,"4920,1103,1120,1187"
VALVERDE Alejandro,https://www.strava.com/athletes/25407057,893,"2040,1236"
VAN AERT Wout,https://www.strava.com/pros/189040,894,"2378,1330,1440,1902"
VAN ASBROECK Tom,https://www.strava.com/pros/387215,895,"4000,1330,1453,2738"
VAN AVERMAET Greg,http://www.strava.com/pros/287820,896,"2088,1104,1060,1103"
VAN BAARLE Dylan,https://www.strava.com/pros/490505,897,"1331,1423,4000"
VAN DEN BERG Julius,https://www.strava.com/pros/1651134,898,"4000,2702"
VAN DEN BERG Lars,https://metro.strava.com/pros/17170741,899,"1187,1268,5638"
VAN DEN BOSSCHE Fabio,https://www.strava.com/athletes/1867924,900,1453
VAN DER HOORN Taco,https://www.strava.com/athletes/676750,901,"1330,1490,1473,2690"
VAN DER POEL David,https://www.strava.com/pros/542394,902,1100
VAN DER POEL Mathieu,https://www.strava.com/pros/559834,903,1100
VAN DER SANDE Tosh,https://www.strava.com/pros/1750959,904,2088
VAN DER TUUK Danny,,905,"7807,1268"
VAN ELZAKKER Wout,https://www.strava.com/athletes/4581235,906,"1181,1384"
VAN EMDEN Jos,https://www.strava.com/pros/7660926,907,"1330,1153,1331"
VAN EMPEL Etienne,https://www.strava.com/pros/1149352,908,"1181,2690,1331"
VAN GARDEREN Tejay,https://www.strava.com/pros/3391355,909,"1331,1103,4000,1216"
VAN GENECHTEN Jonas,https://www.strava.com/athletes/1905101,910,"1570,2088,4627,1482,1490,1208,1136"
VAN GESTEL Dries,https://www.strava.com/athletes/13142575,911,"1175,1453"
VAN GILS Maxim,https://www.strava.com/pros/19005138,912,"1944,2088"
VAN HOECKE Gijs,http://www.strava.com/pros/1615119,913,"1330,1453,1060,1103"
VAN HOOYDONCK Nathan,https://www.strava.com/athletes/1164101,914,"1103,1458,1330"
VAN KESSEL Corné,https://www.strava.com/pros/957045,915,"1490,1440"
VAN LERBERGHE Bert,https://www.strava.com/athletes/3647574,916,"1328,1136,1228,1453"
VAN MELSEN Kévin,https://www.strava.com/pros/4227606,917,"1267,1490"
VAN MOER Brent,https://www.strava.com/athletes/3855537,918,2088
VAN POPPEL Boy,https://www.strava.com/athletes/52520116,919,"1490,1258,2690,1185,1211,1331"
VAN POPPEL Danny,https://www.strava.com/pros/994476,920,"1490,1330,1185,1331,1423,1258"
VAN POUCKE Aaron,https://www.strava.com/pros/7967844,921,1453
VAN ROOY Kenneth,,922,1453
VAN WILDER Ilan,https://www.strava.com/athletes/13125039,923,1360
VAN WINDEN Dennis,https://www.strava.com/pros/2021447,924,"1330,2738,1905,5226,1331"
VANBILSEN Kenneth,https://www.strava.com/athletes/2393015,925,"1453,1136,1326,1069"
VANDENABEELE Henri,https://www.strava.com/athletes/6398824,926,"1944,1360,3831"
VANDEPUTTE Niels,https://strava.com/athletes/8201227,927,8393
VANENDERT Jelle,,928,"1340,1453,2088,1482,1104,1187"
VANHOOF Ward,https://www.strava.com/athletes/14929135,929,"1453,1944"
VANHOUCKE Harm,https://www.strava.com/pros/3416738,930,2088
VANMARCKE Sep,,931,"1453,4000,2738,1330,1228"
VANSEVENANT Mauri,,932,1328
VANSPEYBROUCK Pieter,,933,"1453,1490"
VAUQUELIN Kevin,https://www.strava.com/athletes/24668658,934,1107
VELASCO Simone,https://www.strava.com/pros/522423,935,"1508,3345,1181"
VENCHIARUTTI Nicola,,936,"6076,2925"
VENDRAME Andrea,,937,"2925,2264,1060"
VENNER Quentin,https://www.strava.com/athletes/6547917,938,"1533,1482"
VENTURINI Clément,https://www.strava.com/pros/1932146,939,"1136,1060"
VERGAERDE Otto,https://www.strava.com/pros/3123001,940,"1100,1453,1493,1902"
VERMAERKE Kevin,https://www.strava.com/athletes/29140444,941,"1458,1360"
VERMEERSCH Florian,https://www.strava.com/athletes/9421925,942,"1944,2088,2378"
VERMEERSCH Gianni,https://www.strava.com/pros/1978998,943,"1100,1366,1902"
VERONA Carlos,http://www.strava.com/pros/1405137,944,"2040,1207,1328,1109"
VERSCHAEVE Viktor,https://www.strava.com/pros/3092222,945,"1944,2088"
VERVAEKE Louis,https://www.strava.com/pros/1123635,946,"1360,1228,1100,2088"
VERVLOESEM Xandres,https://www.strava.com/athletes/20187980,947,"1944,3831,2088"
VERWILST Aaron,https://www.strava.com/pros/13084830,948,1453
VIEGAS Daniel,,949,4723
VIEL Mattia,https://www.strava.com/athletes/3005446,950,"4921,2925,2355"
VIGO Martí,,951,2925
VILLELLA Davide,https://www.strava.com/pros/1756844,952,"4000,2325,1375,2040"
VINE Jay,https://www.strava.com/athletes/4057312,953,"6698,1100"
VINGEGAARD Jonas,https://www.strava.com/athletes/10495058,954,"1383,1330"
VINJEBO Emil,https://www.strava.com/athletes/1675720,955,"1607,1293,4009,3007,1382,1383"
VISCONTI Giovanni,https://www.strava.com/pros/2957348,956,"2040,1328,1162,1283,3345,1181,3814"
VIVIANI Attilio,https://www.strava.com/athletes/12726147,957,"2735,1136"
VIVIANI Elia,https://www.strava.com/pros/26837991,958,"1136,1328,1423,2325"
VLASOV Aleksandr,https://www.strava.com/athletes/19916624,959,"1375,1508"
VLIEGEN Loïc,https://www.strava.com/athletes/2333960,960,"1490,1533,1103"
VUILLERMOZ Alexis,https://www.strava.com/pros/1934385,961,"1351,1060,1175"
WACKERMANN Luca,https://www.strava.com/pros/18849972,962,"3345,1181,1253,3080,4723"
WÆRENSKJOLD Søren,https://www.strava.com/athletes/17599254,963,"1420,1398"
WÆRSTED Syver,,964,1420
WALLAYS Jelle,https://strava.com/athletes/16345356,965,"1453,1136,2088"
WALLS Matthew,,966,1411
WALSCHEID Max,https://www.strava.com/pros/2323575,967,"2663,1293,1445,1360"
WALSLEBEN Philipp,https://www.strava.com/pros/704876,968,"1308,5164,1212,1100"
WANDAHL Frederik,,969,"1383,1411"
WARBASSE Larry,https://www.strava.com/pros/197359,970,"3866,1570,1060,1103"
WARLOP Jordi,https://www.strava.com/pros/19342022,971,1453
WEEMAES Sasha,https://www.strava.com/athletes/1375135,972,1453
WELLENS Tim,https://www.strava.com/pros/366860,973,2088
WELTEN Bram,https://www.strava.com/athletes/16358800,974,1107
WHELAN James,https://www.strava.com/pros/3356275,975,"3895,4000"
WILLEMS Thimo,https://www.strava.com/athletes/23710274,976,1453
WILLIAMS Stephen,https://www.strava.com/athletes/1109766,977,"1336,2702,3814"
WIRTGEN Luc,,978,"1513,1533,1482"
WIRTGEN Tom,https://www.strava.com/athletes/27053365,979,"1513,1533,1482"
WISNIOWSKI Lukasz,https://www.strava.com/pros/3756850,980,"1328,1423,1103,1293,1805"
WOODS Michael,https://www.strava.com/pros/425147,981,"4000,1235,2738,1779,1238,3332"
WRIGHT Fred,https://www.strava.com/pros/25495602,982,3814
WURF Cameron,https://www.strava.com/pros/430673,983,"2325,1134,1423,1198,1132,1098,1436,2925"
WÜRTZ SCHMIDT Mads,https://www.strava.com/athletes/2109406,984,"4009,2738,1233,1383,1607"
WYNANTS Maarten,https://www.strava.com/pros/576925,985,"1328,1453,1104,1330"
YATES Adam,http://www.strava.com/pros/259171,986,"1207,1423"
YATES Simon,http://www.strava.com/pros/278282,987,1207
ZABEL Rick,https://www.strava.com/pros/2557063,988,"1103,2738,1233,1331"
ZACCANTI Filippo,https://www.strava.com/athletes/3396365,989,"3345,1122"
ZAKARIN Ilnur,,990,"1223,1103,1508,1233"
ZAKHAROV Artyom,,991,"2918,2422,1375"
ZANA Filippo,https://www.strava.com/athletes/39169689,992,"2735,2355,3345"
ZANONCELLO Enrico,https://www.strava.com/athletes/4941184,993,"3345,6251"
ZARDINI Edoardo,https://www.strava.com/athletes/3689004,994,"3345,1181"
ZEITS Andrey,https://www.strava.com/activities/577057091,995,"1375,1207"
ZHYHUNOU Dzmitry,,996,"4831,2580"
ZIMMERMANN Georg,https://www.strava.com/athletes/5284986,997,"1337,1103,1461,1490"
ZINGLE Axel,https://www.strava.com/athletes/6973093,998,4014
ZOCCARATO Samuele,https://www.strava.com/athletes/9135247,999,"4961,2214,3345"
ZUKOWSKY Nickolas,,1000,"2239,1235,5648"
ZWIEHOFF Ben,https://www.strava.com/pros/1118391,1001,1411
FELLMANN Daniel-Jonas,,1002,7606
FREULER Jan-André,,1003,"7606,3332"
HÄSSIG Marco,,1004,7606
HUMM Daniel,,1005,7606
JANS Roy,https://www.strava.com/athletes/1015750,1006,"1482,2113,1100,1069,1490"
KUNZ Dominic,,1007,7606
LANGELLOTTI Victor,https://www.strava.com/pros/1454785,1008,1109
NAVARRO Daniel,,1009,"1375,1109,2738,1261,2884,1233,1136"
NUHA Blerton,,1010,7606
PARPAN Dominik,,1011,7606
PONOMAR Andrii,https://www.strava.com/athletes/24521924,1012,2925
SCHMID Diego,,1013,7606
STEINER Jan,,1014,7606
STÖCKLI Jan,,1015,7606
VORRIAS Ioannis,,1016,"7606,1438,5681"
ZÜRCHER Kevin,,1017,7606
RÄIM Mihkel,https://www.strava.com/pros/2469093,1090,
YECHEZKEL Aviv,,1091,
PLAZA Rubén,,1092,
ENGER Sondre Holst,,1093,
LEMUS Luis,https://www.strava.com/athletes/1150402,1094,
DEMPSTER Zak,https://www.strava.com/athletes/365015,1095,
GOLDSTEIN Roy,https://www.strava.com/athletes/1492619,1096,
SCHREURS Hamish,https://www.strava.com/athletes/5943644,1097,
WILLIAMS Tyler,,1098,
DUNNE Conor,https://www.strava.com/athletes/759393,1099,
OVETT Freddy,,1100,
LAHAV Omer,,1101,
ARRIETA Igor,,1102,
BARONCINI Filippo,,1103,
BONILLO Iker,,1104,
BONNET Thomas,,1105,
COBO Iván,,1106,
COLNAGHI Luca,https://www.strava.com/athletes/9781378,1107,
DAUPHIN Florian,,1108,
DE LIE Arnaud,https://www.strava.com/athletes/28980231,1109,
DELPHIS Thomas,,1110,
GROß Felix,,1111,
HELLEMOSE Asbjørn,https://www.strava.com/athletes/5502015,1112,
HESSMANN Michel,,1113,
HOOLE Daan,,1114,
JEANNIERE Emilien,,1115,
JOHANNESSEN Anders Halland,,1116,
JOHANNESSEN Tobias Halland,,1117,
JOUSSEAUME Alan,,1118,
LAGRÉE Adrien,,1119,
LAPEIRA Paul,,1120,
LAURANCE Axel,,1121,
LE BERRE Mathis,,1122,
MULUBRHAN Henok,,1123,
PARET-PEINTRE Valentin,,1124,
PIETERSE Puck,,1125,
RETAILLEAU Valentin,,1126,
VAN DIJKE Mick,,1127,
VERMOTE Julien,,1128,
VOISARD Yannis,https://www.strava.com/athletes/6743305,1129,
HOLLYMAN Mason,,1130,
BOUCEK Jakub,,1131,
MACKELLAR Alastair,,1132,
ABU-FARES Saned,,1133,
PICKRELL Riley,,1134,
GOLDSTEIN Edo,,1135,
PLAMONDON Robin,,1136,
